TIMESTAMP,SYMBOL,avg_chg_oi_CE,avg_chg_oi_PE,avg_price_CE,avg_price_PE,total_contracts_CE,total_contracts_PE,total_open_int_CE,total_open_int_PE,PCR,PRICE,PRICE_NEXT,price_change,price_pct_change,price_rolling_mean,total_oi,total_volume,oi_diff,chg_oi_total,oi_build_up,direction,volatility
2071-03-27,BANKNIFTY,0.0,0.0,0.0,782.75,0.0,0.0,0.0,0.0,0.0,391.375,545.65,154.27499999999998,0.39418716065154896,445.33500000000095,0.0,0.0,0.0,0.0,neutral,1,0
2071-03-28,BANKNIFTY,0.0,0.0,1091.3,0.0,0.0,0.0,0.0,0.0,0.0,545.65,398.125,-147.52499999999998,-0.2703656189865298,321.8050000000009,0.0,0.0,0.0,0.0,neutral,0,0
2071-04-03,BANKNIFTY,0.0,0.0,0.0,796.25,0.0,0.0,0.0,0.0,0.0,398.125,563.3,165.17499999999995,0.4148822605965462,344.95500000000095,0.0,0.0,0.0,0.0,neutral,1,0
2071-04-05,BANKNIFTY,-3040.0,-5908981.424654043,460.6,666.0,275.0,0.0,13480.0,0.0,0.0,563.3,245.45,-317.84999999999997,-0.5642641576424641,454.9650000000009,13480.0,275.0,13480.0,-5912021.424654043,neutral,0,0
2071-04-07,BANKNIFTY,1908591.270307122,0.0,490.9,0.0,0.0,0.0,-46584591.782248266,0.0,-0.0,245.45,36.325,-209.125,-0.852006518639234,428.78000000000094,-46584591.782248266,0.0,-46584591.782248266,1908591.270307122,bearish,0,0
2071-04-11,BANKNIFTY,0.0,5642229.41673609,0.0,72.65,0.0,0.0,0.0,0.0,0.0,36.325,-1754.9614439933462,-1791.2864439933462,-49.312772030099,357.7700000000009,0.0,0.0,0.0,5642229.41673609,bearish,0,1
2071-04-12,BANKNIFTY,0.0,2535454.540376162,0.0,-3509.9228879866923,0.0,0.0,0.0,0.0,0.0,-1754.9614439933462,468.02500000000003,2222.9864439933463,-1.266686770585129,-102.35228879866835,0.0,0.0,0.0,2535454.540376162,bullish,1,0
2071-04-17,BANKNIFTY,0.0,0.0,0.0,936.0500000000001,0.0,0.0,0.0,0.0,0.0,468.02500000000003,-5641.249176467518,-6109.2741764675175,-13.053307358511868,-88.37228879866834,0.0,0.0,0.0,0.0,neutral,0,1
2071-04-18,BANKNIFTY,0.0,0.0,-12734.248352935036,1451.75,0.0,0.0,0.0,0.0,0.0,-5641.249176467518,809.45,6450.699176467518,-1.1434877231405807,-1329.282124092172,0.0,0.0,0.0,0.0,neutral,1,0
2071-04-19,BANKNIFTY,0.0,0.0,1618.9,0.0,0.0,0.0,0.0,0.0,0.0,809.45,54.75,-754.7,-0.9323614800172957,-1216.482124092172,0.0,0.0,0.0,0.0,neutral,0,0
2071-04-20,BANKNIFTY,0.0,0.0,0.0,109.5,0.0,0.0,0.0,0.0,0.0,54.75,747.8625,693.1125,12.65958904109589,-1212.797124092172,0.0,0.0,0.0,0.0,neutral,1,1
2071-04-25,BANKNIFTY,0.0,2941381.1367959715,0.0,1495.725,0.0,0.0,0.0,0.0,0.0,747.8625,67.2875,-680.5749999999999,-0.9100269100269099,-712.2323352935027,0.0,0.0,0.0,2941381.1367959715,bearish,0,0
2071-04-26,BANKNIFTY,0.0,0.0,0.0,134.575,0.0,242752.67983931064,0.0,0.0,0.0,67.2875,-2874.3565477528405,-2941.6440477528404,-43.71754111466232,-792.3798352935028,0.0,242752.67983931064,0.0,0.0,neutral,0,1
2071-04-27,BANKNIFTY,1860.0,48800.0,-5807.788095505681,59.074999999999996,225953.54535073944,19052.0,17120.0,137480.0,8.030373831775702,-2874.3565477528405,770.875,3645.2315477528405,-1.2681904583489014,-239.0013095505673,154600.0,245005.54535073944,-120360.0,50660.0,bullish,1,0
2071-04-28,BANKNIFTY,0.0,-4904052.26854864,1173.05,368.7,0.0,3429.0,0.0,67080.0,0.0,770.875,114.5,-656.375,-0.8514674882438787,-246.7163095505673,67080.0,3429.0,-67080.0,-4904052.26854864,neutral,0,0
2071-05-02,BANKNIFTY,0.0,0.0,0.0,229.0,0.0,0.0,0.0,40.0,0.0,114.5,2344.6784673914876,2230.1784673914876,19.477541199925657,-234.7663095505673,40.0,0.0,-40.0,0.0,neutral,1,1
2071-05-03,BANKNIFTY,0.0,0.0,0.0,4689.356934782975,0.0,0.0,0.0,0.0,0.0,2344.6784673914876,1148.05,-1196.6284673914877,-0.5103593025796693,84.59688392773023,0.0,0.0,0.0,0.0,neutral,0,0
2071-05-04,BANKNIFTY,-60.0,0.0,877.0,1419.1,14.0,0.0,240.0,-44031748.32877472,-183465.61803656133,1148.05,345.5375,-802.5124999999999,-0.6990222551282609,300.7493839277302,-44031508.32877472,14.0,44031988.32877472,-60.0,neutral,0,0
2071-05-05,BANKNIFTY,0.0,-2040.0,0.0,691.075,0.0,352.0,0.0,20720.0,0.0,345.5375,481.225,135.6875,0.3926853091198495,944.7281934782983,20720.0,352.0,-20720.0,-2040.0,neutral,1,0
2071-05-09,BANKNIFTY,0.0,0.0,962.45,0.0,0.0,0.0,0.0,0.0,0.0,481.225,962.5,481.275,1.0001039015013766,886.7981934782983,0.0,0.0,0.0,0.0,neutral,1,0
2071-05-10,BANKNIFTY,0.0,5016404.018450477,1804.65,120.35,0.0,0.0,0.0,0.0,0.0,962.5,377.8,-584.7,-0.6074805194805195,1056.3981934782983,0.0,0.0,0.0,5016404.018450477,bearish,0,0
2071-05-15,BANKNIFTY,0.0,0.0,368.8,386.8,0.0,0.0,0.0,0.0,0.0,377.8,118.2125,-259.5875,-0.6871029645314981,663.0225000000008,0.0,0.0,0.0,0.0,neutral,0,0
2071-05-16,BANKNIFTY,0.0,0.0,236.425,0.0,289951.3028962002,0.0,52004117.25027067,0.0,0.0,118.2125,62.675,-55.53750000000001,-0.46981072221634773,457.05500000000086,52004117.25027067,289951.3028962002,52004117.25027067,0.0,neutral,0,0
2071-05-17,BANKNIFTY,0.0,16360.0,0.0,125.35,0.0,-297514.11629004544,0.0,88600.0,0.0,62.675,155.5,92.825,1.4810530514559235,400.4825000000008,88600.0,-297514.11629004544,-88600.0,16360.0,bullish,1,0
2071-05-18,BANKNIFTY,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,155.5,75.9,-79.6,-0.5118971061093247,335.33750000000083,0.0,0.0,0.0,0.0,neutral,0,0
2071-05-23,BANKNIFTY,0.0,0.0,151.8,0.0,0.0,0.0,0.0,0.0,0.0,75.9,338.075,262.17499999999995,3.45421607378129,158.0175000000008,0.0,0.0,0.0,0.0,neutral,1,1
2071-05-25,BANKNIFTY,0.0,0.0,0.0,676.15,0.0,0.0,0.0,0.0,0.0,338.075,30.1875,-307.8875,-0.9107076832063891,150.07250000000082,0.0,0.0,0.0,0.0,neutral,0,0
2071-05-26,BANKNIFTY,0.0,0.0,60.375,0.0,244868.8655812677,0.0,0.0,0.0,0.0,30.1875,91.7375,61.55,2.0389233954451345,132.46750000000083,0.0,244868.8655812677,0.0,0.0,neutral,1,1
2071-05-30,BANKNIFTY,0.0,0.0,0.0,183.475,0.0,0.0,0.0,0.0,0.0,91.7375,789.0,697.2625,7.60062678839079,138.28000000000083,0.0,0.0,0.0,0.0,neutral,1,1
2071-06-01,BANKNIFTY,-4341091.043909637,0.0,104.65,1473.35,0.0,0.0,0.0,0.0,0.0,789.0,358.65000000000003,-430.34999999999997,-0.5454372623574144,264.9800000000008,0.0,0.0,0.0,-4341091.043909637,neutral,0,0
2071-06-02,BANKNIFTY,0.0,0.0,709.45,7.85,0.0,0.0,0.0,0.0,0.0,358.65000000000003,316.825,-41.825000000000045,-0.11661787257772213,321.5300000000008,0.0,0.0,0.0,0.0,neutral,0,0
2071-06-05,BANKNIFTY,0.0,0.0,633.65,0.0,0.0,0.0,0.0,0.0,0.0,316.825,469.35,152.52500000000003,0.4814171861437703,317.2800000000008,0.0,0.0,0.0,0.0,neutral,1,0
2071-06-06,BANKNIFTY,1611538.0798099698,0.0,704.2,234.5,0.0,0.0,0.0,0.0,0.0,469.35,251.75,-217.60000000000002,-0.46361989986151064,405.11250000000086,0.0,0.0,0.0,1611538.0798099698,bearish,0,0
2071-06-07,BANKNIFTY,0.0,0.0,0.0,503.5,0.0,0.0,0.0,0.0,0.0,251.75,118.7,-133.05,-0.5285004965243297,437.11500000000086,0.0,0.0,0.0,0.0,neutral,0,0
2071-06-08,BANKNIFTY,0.0,0.0,237.4,0.0,0.0,0.0,0.0,0.0,0.0,118.7,193.6,74.89999999999999,0.6310025273799493,303.05500000000086,0.0,0.0,0.0,0.0,neutral,1,0
2071-06-09,BANKNIFTY,0.0,0.0,379.7,7.5,0.0,0.0,0.0,55199099.14222018,0.0,193.6,80.3,-113.3,-0.5852272727272727,270.04500000000087,55199099.14222018,0.0,-55199099.14222018,0.0,neutral,0,0
2071-06-14,BANKNIFTY,0.0,0.0,0.0,160.6,0.0,0.0,0.0,53950393.499091625,0.0,80.3,1395.025,1314.7250000000001,16.37266500622665,222.74000000000083,53950393.499091625,0.0,-53950393.499091625,0.0,neutral,1,1
2071-06-15,BANKNIFTY,0.0,-3093866.078021855,1420.1,1369.95,0.0,0.0,0.0,0.0,0.0,1395.025,-3980.0463099943913,-5375.071309994391,-3.8530286625647503,407.8750000000008,0.0,0.0,0.0,-3093866.078021855,neutral,0,1
2071-06-16,BANKNIFTY,0.0,0.0,-7960.092619988783,0.0,0.0,0.0,0.0,0.0,0.0,-3980.0463099943913,-3478.763262816719,501.2830471776724,-0.12594904886380048,-438.48426199887746,0.0,0.0,0.0,0.0,neutral,1,0
2071-06-19,BANKNIFTY,0.0,0.0,-7204.426525633437,246.9,0.0,0.0,0.0,0.0,0.0,-3478.763262816719,690.8375000000001,4169.600762816719,-1.1985870977149033,-1157.9769145622213,0.0,0.0,0.0,0.0,neutral,1,0
2071-06-21,BANKNIFTY,14940.0,4523861.372589781,1001.4250000000001,380.25,12068.0,300616.078213781,-48676351.95911674,0.0,-0.0,690.8375000000001,-1728.5379235284734,-2419.375423528473,-3.5020904677706013,-1058.5294145622213,-48676351.95911674,312684.078213781,-48676351.95911674,4538801.372589781,bearish,0,1
2071-06-22,BANKNIFTY,68020.0,4501263.701051172,-4921.225847056947,1464.15,49828.0,0.0,36929223.243222736,0.0,0.0,-1728.5379235284734,658.325,2386.8629235284734,-1.380856555727836,-1420.296999267916,36929223.243222736,49828.0,36929223.243222736,4569283.701051172,bullish,1,0
2071-06-23,BANKNIFTY,0.0,0.0,1050.2,266.45,0.0,0.0,0.0,38502760.60056144,0.0,658.325,125.65,-532.6750000000001,-0.809136824516766,-1567.636999267916,38502760.60056144,0.0,-38502760.60056144,0.0,neutral,0,0
2071-06-27,BANKNIFTY,0.0,0.0,251.3,0.0,0.0,0.0,0.0,0.0,0.0,125.65,70.625,-55.025000000000006,-0.43792280143255075,-746.4977372690375,0.0,0.0,0.0,0.0,neutral,0,0
2071-06-28,BANKNIFTY,880.0,0.0,141.25,0.0,226.0,0.0,45655404.93261219,0.0,0.0,70.625,7730.456192358634,7659.831192358634,108.45778679445854,-36.62008470569383,45655404.93261219,226.0,45655404.93261219,880.0,bullish,1,1
2071-07-04,BANKNIFTY,0.0,0.0,1938.05,13522.86238471727,0.0,0.0,0.0,0.0,0.0,7730.456192358634,110.825,-7619.6311923586345,-0.985663847353595,1371.303653766033,0.0,0.0,0.0,0.0,neutral,0,0
2071-07-11,BANKNIFTY,-5885224.980866499,0.0,221.65,0.0,450.0,0.0,9560.0,0.0,0.0,110.825,675.0,564.175,5.090683510038348,1739.1762384717276,9560.0,450.0,9560.0,-5885224.980866499,neutral,1,1
2071-07-12,BANKNIFTY,240.0,0.0,1350.0,0.0,-212488.79147486025,0.0,280.0,0.0,0.0,675.0,470.9625,-204.03750000000002,-0.3022777777777778,1742.511238471728,280.0,-212488.79147486025,280.0,240.0,bearish,0,0
2071-07-13,BANKNIFTY,0.0,0.0,941.925,0.0,329866.1404891097,0.0,0.0,0.0,0.0,470.9625,4356.701373862215,3885.7388738622153,8.25063327518054,1811.573738471728,0.0,329866.1404891097,0.0,0.0,neutral,1,1
2071-07-14,BANKNIFTY,0.0,0.0,8713.40274772443,0.0,0.0,0.0,1440.0,0.0,0.0,4356.701373862215,5881.977147740654,1525.2757738784385,0.3500987657839586,2668.7890132441707,1440.0,0.0,1440.0,0.0,neutral,1,0
2071-07-20,BANKNIFTY,0.0,4006826.2747146087,0.0,11763.954295481308,0.0,0.0,0.0,0.0,0.0,5881.977147740654,157.675,-5724.302147740654,-0.9731935374722486,2299.093204320575,0.0,0.0,0.0,4006826.2747146087,bearish,0,0
2071-07-25,BANKNIFTY,0.0,0.0,0.0,315.35,0.0,0.0,0.0,-43073827.064552575,0.0,157.675,516.0,358.325,2.272554304740764,2308.4632043205743,-43073827.064552575,0.0,43073827.064552575,0.0,neutral,1,1
2071-07-27,BANKNIFTY,0.0,100.0,193.55,838.45,207626.2314208875,7.0,44111655.26329584,280.0,6.347528750139212e-06,516.0,784.675,268.67499999999995,0.520687984496124,2276.6632043205746,44111935.26329584,207633.2314208875,44111375.26329584,100.0,bullish,1,0
2071-07-31,BANKNIFTY,48080.0,0.0,110.05,1459.3,136705.0,0.0,-42891462.30583022,0.0,-0.0,784.675,456.05,-328.62499999999994,-0.4188039634243476,2339.405704320575,-42891462.30583022,136705.0,-42891462.30583022,48080.0,bearish,0,0
2071-08-01,BANKNIFTY,0.0,0.0,912.1,0.0,-179756.6833835668,0.0,0.0,0.0,0.0,456.05,7746.566080059604,7290.516080059604,15.986220984671865,1559.2754295481313,0.0,-179756.6833835668,0.0,0.0,neutral,1,1
2071-08-02,BANKNIFTY,0.0,0.0,0.0,15493.132160119208,0.0,0.0,0.0,0.0,0.0,7746.566080059604,47.275,-7699.291080059605,-0.9938972959745751,1932.1932160119213,0.0,0.0,0.0,0.0,neutral,0,0
2071-08-03,BANKNIFTY,0.0,0.0,0.0,94.55,0.0,1.0,0.0,360.0,0.0,47.275,4021.352492842498,3974.077492842498,84.0629823975145,1910.1132160119218,360.0,1.0,-360.0,0.0,neutral,1,1
2071-08-07,BANKNIFTY,0.0,0.0,1377.5166666666667,6665.18831901833,306954.2307785797,0.0,-69162725.02812213,200.0,-2.891731057714663e-06,4021.352492842498,887.725,-3133.627492842498,-0.779247155881003,2611.183714580421,-69162525.02812213,306954.2307785797,-69162925.02812213,0.0,neutral,0,0
2071-08-08,BANKNIFTY,0.0,0.0,837.0,938.45,0.0,-323908.123012017,0.0,0.0,0.0,887.725,610.3,-277.42500000000007,-0.31251232082007385,2631.7937145804212,0.0,-323908.123012017,0.0,0.0,neutral,0,0
2071-08-10,BANKNIFTY,0.0,0.0,0.0,1220.6,0.0,0.0,0.0,0.0,0.0,610.3,2569.243148341787,1958.9431483417873,3.2098036184528715,2662.643714580421,0.0,0.0,0.0,0.0,neutral,1,1
2071-08-11,BANKNIFTY,0.0,3026186.519012208,0.0,5138.486296683574,0.0,4214.0,0.0,110840.0,0.0,2569.243148341787,-2563.172946850279,-5132.416095192066,-1.997637358108583,1627.1791282368579,110840.0,4214.0,-110840.0,3026186.519012208,bearish,0,1
2071-08-14,BANKNIFTY,0.0,0.0,0.0,-5126.345893700558,0.0,0.0,0.0,0.0,0.0,-2563.172946850279,1071.4125,3634.585446850279,-1.4180024220825953,1105.089538866802,0.0,0.0,0.0,0.0,neutral,1,0
2071-08-16,BANKNIFTY,120.0,-2444448.485984458,1984.8,158.025,3.0,0.0,-52689251.7056344,37594334.40484115,-0.7135105014372588,1071.4125,430.45,-640.9624999999999,-0.5982406402762708,515.1015402983023,-15094917.300793253,3.0,-90283586.11047554,-2444328.485984458,neutral,0,0
2071-08-17,BANKNIFTY,0.0,0.0,94.0,766.9,286040.5761054706,0.0,0.0,0.0,0.0,430.45,508.48749999999995,78.03749999999997,0.18129283308165867,423.64654029830234,0.0,286040.5761054706,0.0,0.0,neutral,1,0
2071-08-18,BANKNIFTY,0.0,960.0,982.4749999999999,34.5,0.0,-228945.3074934866,0.0,1480.0,0.0,508.48749999999995,1627.3375,1118.8500000000001,2.2003490744610246,403.28404029830233,1480.0,-228945.3074934866,-1480.0,960.0,bullish,1,1
2071-08-21,BANKNIFTY,0.0,-3320.0,2470.0,784.675,0.0,2725.0,-37665630.9841615,37000.0,-0.0009823278950393422,1627.3375,282.85,-1344.4875000000002,-0.8261884827210091,214.90291062994493,-37628630.9841615,2725.0,-37702630.9841615,-3320.0,neutral,0,0
2071-08-22,BANKNIFTY,0.0,0.0,0.0,565.7,0.0,0.0,0.0,0.0,0.0,282.85,1011.1416666666667,728.2916666666666,2.5748335395674973,784.1075000000008,0.0,0.0,0.0,0.0,neutral,1,1
2071-08-23,BANKNIFTY,66.66666666666667,0.0,847.2833333333333,1175.0,285186.1247705778,0.0,3480.0,0.0,0.0,1011.1416666666667,99.3,-911.8416666666667,-0.9017941765496098,772.0533333333341,3480.0,285186.1247705778,3480.0,66.66666666666667,bearish,0,0
2071-08-29,BANKNIFTY,0.0,0.0,198.6,0.0,0.0,0.0,56812556.884508856,0.0,0.0,99.3,14.837499999999999,-84.4625,-0.8505790533736154,705.8233333333341,56812556.884508856,0.0,56812556.884508856,0.0,neutral,0,0
2071-08-30,BANKNIFTY,0.0,-40.0,0.0,29.674999999999997,0.0,-229245.66620611204,0.0,4600.0,0.0,14.837499999999999,27.15,12.3125,0.8298230834035384,607.093333333334,4600.0,-229245.66620611204,-4600.0,-40.0,neutral,1,0
2071-09-01,BANKNIFTY,0.0,1600.0,0.0,54.3,0.0,-319135.6551763286,0.0,2920.0,0.0,27.15,372.5,345.35,12.720073664825048,287.0558333333341,2920.0,-319135.6551763286,-2920.0,1600.0,bullish,1,1
2071-09-05,BANKNIFTY,-40.0,0.0,745.0,0.0,7.0,0.0,-33669439.57849387,0.0,-0.0,372.5,105.7125,-266.7875,-0.7162080536912753,304.9858333333341,-33669439.57849387,7.0,-33669439.57849387,-40.0,neutral,0,0
2071-09-07,BANKNIFTY,40.0,0.0,211.425,0.0,2.0,0.0,80.0,0.0,0.0,105.7125,757.775,652.0625,6.168262977415159,123.90000000000073,80.0,2.0,80.0,40.0,bullish,1,1
2071-09-08,BANKNIFTY,0.0,0.0,1515.55,0.0,0.0,0.0,0.0,0.0,0.0,757.775,48.375,-709.4,-0.9361617894493748,255.5950000000007,0.0,0.0,0.0,0.0,neutral,0,0
2071-09-11,BANKNIFTY,0.0,0.0,0.0,96.75,0.0,0.0,0.0,0.0,0.0,48.375,-4015.337138276254,-4063.712138276254,-84.00438528736443,262.3025000000007,0.0,0.0,0.0,0.0,neutral,0,1
2071-09-14,BANKNIFTY,0.0,0.0,-9457.974276552508,1427.3,0.0,0.0,50916923.87805669,0.0,0.0,-4015.337138276254,-1669.9605823578077,2345.3765559184462,-0.5841045160470122,-546.1949276552501,50916923.87805669,0.0,50916923.87805669,0.0,neutral,1,0
2071-09-15,BANKNIFTY,0.0,0.0,0.0,-3339.9211647156153,0.0,0.0,0.0,0.0,0.0,-1669.9605823578077,1185.05,2855.010582357808,-1.709627528050294,-954.6870441268114,0.0,0.0,0.0,0.0,neutral,1,1
2071-09-21,BANKNIFTY,0.0,0.0,1854.0,516.1,0.0,-273646.30593647365,0.0,0.0,0.0,1185.05,1131.2,-53.84999999999991,-0.04544112062782154,-738.8195441268117,0.0,-273646.30593647365,0.0,0.0,neutral,0,0
2071-09-22,BANKNIFTY,0.0,0.0,1868.35,394.05,0.0,0.0,0.0,0.0,0.0,1131.2,599.15,-532.0500000000001,-0.47034123055162663,-664.1345441268115,0.0,0.0,0.0,0.0,neutral,0,0
2071-09-26,BANKNIFTY,40.0,0.0,700.0,498.3,1.0,0.0,40.0,0.0,0.0,599.15,236.7,-362.45,-0.6049403321371943,-553.9795441268116,40.0,1.0,40.0,40.0,bearish,0,0
2071-09-28,BANKNIFTY,0.0,1221855.2880214488,0.0,473.4,0.0,975.0,0.0,52880.0,0.0,236.7,6325.816375778247,6089.116375778247,25.72503749800696,296.42788352843917,52880.0,975.0,-52880.0,1221855.2880214488,bullish,1,1
2071-09-29,BANKNIFTY,0.0,0.0,12651.632751556494,0.0,0.0,0.0,0.0,0.0,0.0,6325.816375778247,746.975,-5578.841375778246,-0.8819164269674044,1895.58327515565,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-03,BANKNIFTY,-5312130.094066756,0.0,1493.95,0.0,0.0,0.0,-37604615.66491773,0.0,-0.0,746.975,453.875,-293.1,-0.39238260985976775,1807.9682751556502,-37604615.66491773,0.0,-37604615.66491773,-5312130.094066756,neutral,0,0
2071-10-04,BANKNIFTY,0.0,0.0,0.0,907.75,0.0,0.0,0.0,0.0,0.0,453.875,32.25,-421.625,-0.9289451941613881,1672.50327515565,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-05,BANKNIFTY,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,32.25,7025.09094633271,6992.84094633271,216.83227740566542,1559.1232751556504,0.0,0.0,0.0,0.0,neutral,1,1
2071-10-06,BANKNIFTY,0.0,0.0,0.0,14050.18189266542,0.0,0.0,0.0,0.0,0.0,7025.09094633271,33.05,-6992.04094633271,-0.9952954345712417,2916.801464422192,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-09,BANKNIFTY,0.0,0.0,66.1,0.0,0.0,0.0,0.0,0.0,0.0,33.05,201.5,168.45,5.096822995461422,1658.248189266543,0.0,0.0,0.0,0.0,neutral,1,1
2071-10-10,BANKNIFTY,360.0,0.0,403.0,0.0,39.0,0.0,3320.0,0.0,0.0,201.5,1.575,-199.925,-0.9921836228287841,1549.1531892665428,3320.0,39.0,3320.0,360.0,bearish,0,0
2071-10-11,BANKNIFTY,560640.0,0.0,3.15,0.0,460351.0,0.0,1144160.0,0.0,0.0,1.575,470.725,469.15000000000003,297.8730158730159,1458.6931892665427,1144160.0,460351.0,1144160.0,560640.0,bullish,1,1
2071-10-12,BANKNIFTY,0.0,0.0,0.0,941.45,0.0,0.0,0.0,0.0,0.0,470.725,417.95,-52.775000000000034,-0.11211429178395035,1546.3881892665427,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-13,BANKNIFTY,0.0,20.0,0.0,835.9,0.0,4.0,0.0,1040.0,0.0,417.95,128.55,-289.4,-0.6924273238425649,224.96000000000072,1040.0,4.0,-1040.0,20.0,bearish,0,0
2071-10-16,BANKNIFTY,0.0,0.0,257.1,0.0,0.0,0.0,0.0,0.0,0.0,128.55,230.35,101.79999999999998,0.791909762738234,244.06000000000077,0.0,0.0,0.0,0.0,neutral,1,0
2071-10-17,BANKNIFTY,0.0,0.0,265.45,195.25,0.0,0.0,0.0,0.0,0.0,230.35,48.875,-181.475,-0.7878228782287823,249.83000000000075,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-18,BANKNIFTY,0.0,1043474.5652885213,0.0,97.75,0.0,7490.0,0.0,114000.0,0.0,48.875,401.525,352.65,7.215345268542199,259.29000000000076,114000.0,7490.0,-114000.0,1043474.5652885213,bullish,1,1
2071-10-19,BANKNIFTY,0.0,0.0,0.0,803.05,0.0,0.0,0.0,0.0,0.0,401.525,711.55,310.025,0.7721187970861092,245.45000000000073,0.0,0.0,0.0,0.0,neutral,1,0
2071-10-23,BANKNIFTY,0.0,6011518.75264941,0.0,1423.1,0.0,0.0,0.0,0.0,0.0,711.55,238.625,-472.92499999999995,-0.664640573396107,304.1700000000007,0.0,0.0,0.0,6011518.75264941,bearish,0,0
2071-10-24,BANKNIFTY,0.0,0.0,0.0,477.25,0.0,0.0,0.0,0.0,0.0,238.625,66.525,-172.1,-0.7212152959664746,326.18500000000074,0.0,0.0,0.0,0.0,neutral,0,0
2071-10-27,BANKNIFTY,2600.0,0.0,133.05,0.0,95.0,0.0,5360.0,0.0,0.0,66.525,806.05,739.525,11.11649755730928,293.42000000000075,5360.0,95.0,5360.0,2600.0,bullish,1,1
2071-10-30,BANKNIFTY,0.0,0.0,0.0,1612.1,0.0,0.0,0.0,0.0,0.0,806.05,689.375,-116.67499999999995,-0.14474908504435205,444.85500000000076,0.0,0.0,0.0,0.0,neutral,0,0
2071-11-01,BANKNIFTY,0.0,0.0,1378.75,0.0,0.0,0.0,0.0,0.0,0.0,689.375,5651.799517310782,4962.424517310782,7.198439916316637,502.42500000000075,0.0,0.0,0.0,0.0,neutral,1,1
2071-11-06,BANKNIFTY,0.0,0.0,10775.665701288232,527.9333333333333,0.0,318162.92667775124,0.0,0.0,0.0,5651.799517310782,311.025,-5340.774517310782,-0.9449688547784882,1490.474903462157,0.0,318162.92667775124,0.0,0.0,neutral,0,0
2071-11-07,BANKNIFTY,0.0,-40.0,602.05,20.0,0.0,2.0,0.0,2400.0,0.0,311.025,1005.0,693.975,2.2312515071135763,1504.954903462157,2400.0,2.0,-2400.0,-40.0,neutral,1,1
2071-11-08,BANKNIFTY,-2198079.0620939503,0.0,1114.9,895.1,0.0,223979.2762423992,0.0,0.0,0.0,1005.0,412.4,-592.6,-0.5896517412935324,1692.649903462157,0.0,223979.2762423992,0.0,-2198079.0620939503,neutral,0,0
2071-11-09,BANKNIFTY,0.0,100.0,0.0,824.8,0.0,126.0,0.0,13040.0,0.0,412.4,481.8,69.40000000000003,0.16828322017458788,1613.9199034621572,13040.0,126.0,-13040.0,100.0,bullish,1,0
2071-11-13,BANKNIFTY,0.0,0.0,963.6,0.0,207447.65975194567,0.0,0.0,0.0,0.0,481.8,556.45,74.65000000000003,0.15493980904939816,1572.404903462157,0.0,207447.65975194567,0.0,0.0,neutral,1,0
2071-11-15,BANKNIFTY,0.0,0.0,1112.9,0.0,0.0,0.0,0.0,0.0,0.0,556.45,482.725,-73.72500000000002,-0.1324916883817055,553.3350000000007,0.0,0.0,0.0,0.0,neutral,0,0
2071-11-16,BANKNIFTY,0.0,0.0,0.0,965.45,0.0,0.0,0.0,0.0,0.0,482.725,889.275,406.54999999999995,0.8421979387850224,587.6750000000008,0.0,0.0,0.0,0.0,neutral,1,0
2071-11-17,BANKNIFTY,0.0,1859265.428484743,968.3499999999999,810.2,469747.1968241566,0.0,0.0,0.0,0.0,889.275,589.525,-299.75,-0.3370723342048298,564.5300000000007,0.0,469747.1968241566,0.0,1859265.428484743,bearish,0,0
2071-11-20,BANKNIFTY,0.0,0.0,1179.05,0.0,0.0,0.0,0.0,0.0,0.0,589.525,632.525,43.0,0.07294007887706204,599.9550000000007,0.0,0.0,0.0,0.0,neutral,1,0
2071-11-22,BANKNIFTY,3876703.473403723,0.0,1054.6,210.45,0.0,192076.5794617085,0.0,0.0,0.0,632.525,-4133.251736837363,-4765.7767368373625,-7.534527072981088,630.1000000000007,0.0,192076.5794617085,0.0,3876703.473403723,bearish,0,1
2071-11-23,BANKNIFTY,0.0,354280.0,0.0,-8266.503473674726,0.0,970221.0,0.0,42537040.12665352,0.0,-4133.251736837363,304.425,4437.676736837363,-1.0736526636611146,-307.8403473674718,42537040.12665352,970221.0,-42537040.12665352,354280.0,bullish,1,0
2071-11-24,BANKNIFTY,0.0,0.0,608.85,0.0,0.0,0.0,0.0,0.0,0.0,304.425,245.0,-59.42500000000001,-0.19520407325285377,-343.5003473674719,0.0,0.0,0.0,0.0,neutral,0,0
2071-11-28,BANKNIFTY,180.0,0.0,490.0,0.0,13.0,0.0,720.0,0.0,0.0,245.0,1256.6750000000002,1011.6750000000002,4.129285714285715,-472.35534736747184,720.0,13.0,720.0,180.0,bullish,1,1
2071-11-29,BANKNIFTY,0.0,4082174.065068764,1924.4,588.95,-234081.1648055985,0.0,0.0,0.0,0.0,1256.6750000000002,132.25,-1124.4250000000002,-0.8947619710744624,-338.92534736747183,0.0,-234081.1648055985,0.0,4082174.065068764,bearish,0,0
